gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
Psg17	142.5055	-2.583415	0.17485518	1.352178e-50	1.563981e-49
Psg18	3.40423	4.065335	1.43156489	5.438427e-05	0.0001359837
Psg19	25.33598	-2.157264	0.3752244	6.759086e-10	2.338272e-09
Psg23	0.3748252	0.198031	0.9670255	0.4880858	NA
Psg25	4.763134	1.631274	1.03558117	0.003616925	0.007560498
Psg26	4.047833	4.463019	1.31678443	1.15116e-05	3.049377e-05
Psg27	0.2581229	0.1120471	0.98678848	0.6736284	NA
Psip1	3791.405	-0.07195431	0.03380706	0.03255003	0.05876425
Pskh1	674.4477	0.8737066	0.06597937	2.329515e-41	2.225597e-40
Psma1	4105.683	-0.1825027	0.04362372	2.503303e-05	6.453141e-05
Psma2	6001.121	0.05645422	0.03860232	0.1413981	0.2211762
Psma3	5933.867	-0.2701124	0.03443732	3.323675e-15	1.48626e-14
Psma4	2917.929	-0.1175795	0.04262161	0.00547044	0.01116917
Psma5	4438.02	-0.1769596	0.03194327	2.666103e-08	8.437209e-08
Psma6	7055.183	-0.2854956	0.03671921	5.568274e-15	2.463836e-14
Psma7	5451.226	-0.3856119	0.04677569	1.008793e-16	4.797869e-16
Psma8	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Psmb1	5474.596	-0.2860462	0.0361883	1.987136e-15	8.965562e-15
Psmb10	1437.868	1.581275	0.05125146	5.226787e-210	3.330625e-208
Psmb11	0.3700433	-0.07071066	0.87035729	0.7970707	NA
Psmb2	2624.672	-0.1919565	0.04289082	6.56171e-06	1.771584e-05
Psmb3	3035.885	-0.3636617	0.04406514	9.824148e-17	4.677799e-16
Psmb4	6456.642	-0.2311534	0.03866425	1.824757e-09	6.165945e-09
Psmb5	3395.892	-0.09586566	0.03519078	0.006198403	0.01255861
Psmb6	4282.959	-0.3126621	0.03261649	6.445411e-22	3.677036e-21
Psmb7	6596.705	-0.4259784	0.03436806	1.545775e-35	1.312256e-34
Psmb8	12.25683	-0.8524584	0.50739658	0.008591099	0.01707468
Psmb9	214.7711	2.692713	0.13548031	3.6504e-89	7.651386e-88
Psmc1	8321.148	-0.8305402	0.02741548	8.519838e-203	5.158375e-201
Psmc2	4025.037	-0.3266935	0.0306383	1.041476e-26	6.994897e-26
Psmc3	7253.841	-0.05525912	0.03461084	0.1087678	0.1753158
Psmc3ip	215.6155	-0.1163228	0.12126659	0.3133953	0.4303245
Psmc4	4281.73	0.06270382	0.03336589	0.05913841	0.1012246
Psmc5	3291.367	-0.03775047	0.0356323	0.2871261	0.4014361
Psmc6	4119.29	-0.3325952	0.04281435	5.377603e-15	2.380999e-14
Psmd1	7968.958	0.0262217	0.0280964	0.3492624	0.4683297
Psmd10	2791.276	0.6765347	0.0442183	1.462665e-53	1.791113e-52
Psmd11	4698.638	-0.301636	0.02898612	1.66939e-25	1.079769e-24
Psmd12	3785.632	-0.4224492	0.03340756	6.62811e-37	5.757003e-36
Psmd13	4335.892	0.30606	0.03188275	5.722183e-22	3.268959e-21
Psmd14	3575.014	-0.3426145	0.03489457	6.227525e-23	3.688281e-22
Psmd2	14449.14	-0.1374809	0.02754164	5.538727e-07	1.614009e-06
Psmd3	7262.228	0.5228154	0.03002129	2.612485e-68	4.079983e-67
Psmd4	5454.242	-0.1499613	0.02886681	1.868088e-07	5.598568e-07
Psmd5	1350.548	-0.2393743	0.04730965	3.3513e-07	9.891484e-07
Psmd6	2255.772	0.1851423	0.03945453	2.346282e-06	6.550553e-06
Psmd7	5267.056	-0.08839441	0.03379871	0.008620845	0.01713051
Psmd8	3952.891	-0.3118695	0.03259514	7.686157e-22	4.375197e-21
Psmd9	936.7053	-0.2321287	0.05514758	2.067436e-05	5.375854e-05
Psme1	4246.716	0.7550992	0.03185852	3.895097e-125	1.212944e-123
Psme2	4636.401	0.7739157	0.03383102	7.880038e-117	2.250225e-115
Psme2b	436.1348	0.7992727	0.09083902	1.128086e-19	5.979582e-19
Psme3	5354.864	-0.07004049	0.03030873	0.02039757	0.03823224
Psme3ip1	1792.383	0.3036871	0.04134102	1.459434e-13	6.042006e-13
Psme4	4713.285	-0.1325698	0.03884392	0.0005972043	0.001365889
Psmf1	839.7071	-0.2696823	0.06455525	2.224433e-05	5.761592e-05
Psmg1	1417.617	0.3121664	0.0518513	1.219103e-09	4.157514e-09
Psmg2	459.3355	0.07387337	0.08462816	0.3706645	0.4912214
Psmg3	417.5146	-0.0717584	0.09834754	0.4506059	0.5707141
Psmg4	320.3337	0.1674406	0.08916531	0.05332093	0.0921765
Psors1c2	42.91965	-0.8326192	0.34951404	0.001448123	0.003178265
Pspc1	1924.204	-0.2662733	0.04243424	2.668792e-10	9.426841e-10
Psph	1194.436	-2.711817	0.06065199	0	0
Pspn	0.632504	0.07862452	0.78079919	0.7777032	0.849405
Psrc1	225.1843	0.4729887	0.11790748	2.707701e-05	6.958326e-05
Pstk	241.3516	0.0003374091	0.09930088	0.9971963	0.9981632
Pstpip1	635.5146	-0.6336296	0.06981667	2.726048e-20	1.475668e-19
Pstpip2	930.4723	-1.384585	0.05841909	1.633727e-125	5.102863e-124
Ptafr	1.889525	0.8066562	1.09585813	0.05907341	0.1011469
Ptar1	1423.599	-1.076054	0.05758622	1.106978e-79	2.057125e-78
Ptbp1	13925.85	-0.2338264	0.02948667	1.771113e-15	7.999648e-15
Ptbp2	630.3686	-0.728254	0.06845428	2.660702e-27	1.820777e-26
Ptbp3	12097.25	-0.3357311	0.02922944	1.046173e-30	7.845728e-30
Ptcd1	475.057	0.1186738	0.07958775	0.1271063	0.201276
Ptcd2	786.1735	0.07367672	0.06672018	0.2617733	0.3722927
Ptcd3	1570.987	0.06050991	0.04413887	0.1673252	0.2549893
Ptch1	2377.32	0.1982848	0.05080441	8.094026e-05	0.0001998198
Ptch2	16.25121	0.9332412	0.45956251	0.002871583	0.006084431
Ptchd1	0.2417178	-0.1054349	0.9840305	0.6912443	NA
Ptchd3	0.2669125	-0.01974772	0.94117286	0.9405146	NA
Ptchd4	2.325894	-1.323845	1.26053702	0.01513851	0.02898004
Ptcra	12.34693	-4.119957	0.85738887	5.886666e-08	1.821311e-07
Ptdss1	2096.856	0.8001995	0.04070469	3.899444e-87	7.916216e-86
Ptdss2	838.6743	0.3544811	0.06542026	3.849146e-08	1.207009e-07
Pten	4382.998	-0.09983753	0.03020936	0.000911556	0.002043651
Pter	154.5635	0.3857795	0.15099127	0.005928309	0.01204802
Ptf1a	0.4909022	-0.1608132	0.83559025	0.5747248	NA
Ptf1aos	1.36911	-0.04312874	0.61148093	0.8733432	0.9112571
Ptgdr	0.3760446	0.06680544	0.90872371	0.8055676	NA
Ptgdr2	2.037415	2.148807	1.75512738	0.004437449	0.009173482
Ptgds	4.99328	-0.2086995	0.46205795	0.4312878	0.552826
Ptger1	33.76471	1.104919	0.40018819	0.000218042	0.0005191668
Ptger2	0.1278316	0.05548383	0.9673458	0.8325408	NA
Ptger3	0.8651157	-0.06200047	0.68549986	0.8219081	0.8773196
Ptger4	87.06001	1.2143	0.19850514	2.089457e-11	7.822108e-11
Ptges	1541	-1.616678	0.05642538	1.718528e-181	8.674994e-180
Ptges2	585.4385	0.08846592	0.07281023	0.2155324	0.3168303
Ptges3	6439.434	-0.3013655	0.0358526	3.054637e-17	1.481877e-16
Ptges3-ps	764.5412	-0.1309305	0.07518992	0.07545677	0.1263078
Ptges3l	73.85959	-0.0223455	0.19575532	0.8975139	0.9295712
Ptgfrn	8975.041	-0.0459646	0.03177102	0.1464427	0.2278243
Ptgir	0.3688101	-0.0618391	0.86748291	0.8217799	NA
Ptgis	2.127016	0.2183112	0.61055847	0.4411198	0.5617319
Ptgr1	408.3965	-2.095018	0.09335689	1.974638e-112	5.385518e-111
Ptgr2	2597.584	0.2531416	0.0401003	2.141022e-10	7.608181e-10
Ptgr3	1924.644	-0.6469349	0.04146372	1.597332e-55	2.034456e-54
Ptgs1	2739.3	-0.8637177	0.03942109	1.021765e-107	2.61729e-106
Ptgs2	117.2868	8.144055	1.00998873	3.788905e-18	1.900528e-17
Ptgs2os	2.405998	3.086272	1.66372821	0.0007066651	0.001603804
Pth1r	1.852966	0.05361724	0.57381295	0.841454	0.889446
Pth2	0.9322994	0.1952959	0.74386203	0.5005079	0.6168877
Pth2r	1.09168	-0.004653657	0.67531988	0.9864286	0.9941328
Pthlh	205.2715	-0.4859894	0.12163415	2.763808e-05	7.093683e-05
Ptk2	2229.722	0.4440132	0.04115206	2.02604e-27	1.391075e-26
Ptk2b	945.0881	-0.2779194	0.06407679	1.073009e-05	2.851506e-05
Ptk6	16.20937	2.519362	0.54516908	1.803449e-07	5.411921e-07
Ptk7	6002.906	-0.5324263	0.02981392	9.850327e-72	1.642729e-70
Ptma	130244.8	-0.07837487	0.02698125	0.003581225	0.007488906
Ptma-ps2	155.4455	0.9543571	0.14947152	5.659957e-12	2.182582e-11
Ptms	17200.18	0.7016843	0.03541708	3.823385e-88	7.838888e-87
Ptn	124.6613	-0.7960746	0.17179442	3.097786e-07	9.15763e-07
Ptov1	1648.329	0.1710462	0.05262329	0.001019836	0.002275044
Ptp4a1	2944.3	0.02731555	0.03873298	0.4782386	0.595807
Ptp4a2	13337.86	0.1611247	0.02752728	4.336762e-09	1.436726e-08
Ptp4a3	1049.058	0.1496188	0.06799333	0.02517858	0.04645549
Ptpa	5779.988	-0.1067409	0.03295841	0.001144978	0.002541578
Ptpdc1	73.54193	0.4430635	0.18998576	0.008907283	0.01765551
Ptpmt1	728.591	0.1873552	0.06307708	0.00256958	0.005472053
Ptpn1	1802.614	-0.2152111	0.04127841	1.538474e-07	4.639015e-07
Ptpn11	5101.224	-0.02605781	0.02997884	0.3831467	0.5043319
Ptpn12	2978.925	-0.6902203	0.03299022	5.941878e-98	1.373752e-96
Ptpn13	182.4974	-2.385429	0.14566066	2.364509e-61	3.320929e-60
Ptpn14	2767.395	0.2203136	0.05064044	1.11769e-05	2.964522e-05
Ptpn18	875.3877	0.1543826	0.05741204	0.006472664	0.01308219
Ptpn2	1629	-0.4679421	0.04897394	6.03815e-22	3.446603e-21
Ptpn21	1371.43	-0.6790434	0.05280733	1.436062e-38	1.290767e-37
Ptpn22	13.16176	0.5299085	0.43067071	0.05807881	0.09960917
Ptpn23	2279.235	-0.5779078	0.04801591	7.456288e-34	6.07508e-33
Ptpn3	2188.197	-0.9736179	0.04006159	4.295771e-132	1.432803e-130
Ptpn4	922.8981	-0.2274296	0.07957279	0.003448223	0.007223948
Ptpn5	13.82669	0.08424582	0.34615616	0.726006	0.8078911
Ptpn6	1134.193	-0.7379028	0.05062817	5.141381e-49	5.772102e-48
Ptpn7	98.76964	-0.3566699	0.15456828	0.01261594	0.02445256
Ptpn9	1894.67	-0.4510774	0.04219022	5.743342e-27	3.894155e-26
Ptpra	2649.78	-0.007379859	0.04545256	0.870052	0.9090583
Ptprb	373.0731	-3.540708	0.12080429	4.047274e-190	2.222341e-188
Ptprc	3.841389	-1.457332	1.11821624	0.007852447	0.01569729
Ptprcap	1.762593	0.3119872	0.71386559	0.3055962	0.4215501
Ptprd	1564.8	1.547479	0.05151657	2.878427e-199	1.717572e-197
Ptpre	1962.943	0.05763041	0.04338757	0.1810331	0.2728979
Ptprf	7365.718	0.2992033	0.03934434	2.056378e-14	8.852373e-14
Ptprg	1101.577	-3.125241	0.07628925	0	0
Ptprh	9.45267	3.619877	0.8977918	1.61511e-06	4.557272e-06
Ptprj	3426.787	-0.4112424	0.03937558	8.922795e-26	5.827903e-25
Ptprk	2872.971	0.4873205	0.03792036	3.918971e-38	3.502644e-37
Ptprm	2.485154	-0.321568	0.65282171	0.2840542	0.3978956
Ptprn	3.245698	0.06697644	0.51652665	0.7993072	0.863327
Ptprn2	0.88921	-0.06026813	0.73208994	0.827707	0.8805503
Ptpro	370.0459	2.313957	0.10509121	1.802353e-108	4.680676e-107
Ptprq	0.8820846	0.4142604	0.94580286	0.2167046	0.3182588
Ptprr	2474.42	3.084503	0.05303277	0	0
Ptprs	8080.451	-0.4238241	0.03847721	1.796673e-28	1.268609e-27
Ptprt	30.94826	2.209095	0.35730037	5.046096e-11	1.857733e-10
Ptpru	15.54763	-0.8501946	0.51495431	0.009255405	0.01829635
Ptprv	54.57141	-0.106279	0.21957447	0.5734522	0.6846805
Ptprz1	62.51333	-1.080515	0.21942886	2.168293e-08	6.892468e-08
Ptrh1	614.4106	-0.1927518	0.07496949	0.008667711	0.01721701
Ptrh2	916.6353	0.05128691	0.06682211	0.4354419	0.5570785
Ptrhd1	455.4698	-0.4504179	0.08753507	1.326496e-07	4.013899e-07
Pts	463.1904	1.943156	0.09962579	1.403426e-85	2.79953e-84
Pttg1	253.3764	0.3258675	0.10747076	0.001615204	0.003522872
Pttg1ip	4289.404	0.170815	0.03368356	3.509825e-07	1.034754e-06
Pttg1ip2	0.5034061	-0.1375892	0.89963544	0.6238173	NA
Ptx3	0.5119615	-0.1374361	0.89761994	0.6243531	0.7265468
Puf60	6419.973	-0.1784471	0.02775866	1.132729e-10	4.085661e-10
Pum1	4017.812	0.300868	0.03768929	1.027265e-15	4.683946e-15
Pum2	7792.289	-0.4018146	0.0305599	1.020625e-39	9.402862e-39
Pum3	3716.493	-0.09962655	0.03300977	0.002439489	0.005208449
Pura	4395.339	-0.1445464	0.03504828	3.412438e-05	8.692559e-05
Purb	7104.279	0.1224423	0.03187011	0.0001147301	0.0002795937
Purg	126.1664	-0.146443	0.14145769	0.2686284	0.3802606
Pus1	1561.09	-0.3367758	0.04644064	2.75552e-13	1.123873e-12
Pus10	986.6128	0.1822955	0.06424038	0.003951412	0.00822139
Pus3	347.1237	-0.2787893	0.08686189	0.0009805092	0.002191577
Pus7	1064.924	-0.1915684	0.06892714	0.004671033	0.009626488
Pus7l	254.45	0.2391836	0.11614183	0.03098212	0.05622368
Pusl1	242.1192	0.1418685	0.1095965	0.1772172	0.2676733
Pvalb	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Pvr	2892.673	-1.561529	0.03977271	0	0
Pvt1	133.5074	-0.9992344	0.14263701	6.476069e-14	2.720898e-13
Pwp1	1004.092	-0.2187512	0.05835456	0.0001465051	0.0003536886
Pwp2	935.2548	0.2645	0.07048059	0.0001330299	0.0003221741
Pwwp2a	747.8222	-0.0654209	0.06211569	0.2854854	0.3994667
Pwwp2b	1759.99	-0.6603542	0.04380037	4.873447e-52	5.785923e-51
Pwwp3a	2093.925	0.2514824	0.04590538	3.359904e-08	1.056642e-07
Pwwp3b	7.449873	-3.982198	1.21993961	1.892053e-05	4.937226e-05
Pwwp4a	0.6236187	0.07636329	0.78133105	0.7838174	0.85367
Pwwp4b	0.2417178	-0.1054349	0.9840305	0.6912443	NA
Pwwp4c	1.884192	0.2338303	0.65662203	0.4188705	0.5399264
Pxdc1	120.8124	-2.702486	0.19528129	8.133008e-45	8.34563e-44
Pxdn	2.20472	0.1585672	0.6159668	0.5683297	0.6800758
Pxk	698.0158	1.089648	0.07224191	3.613479e-53	4.383308e-52
Pxmp2	65.74948	0.6380543	0.22220982	0.0008150845	0.001836943
Pxmp4	384.6424	0.6503363	0.08642917	1.148053e-14	4.997407e-14
Pxn	6450.095	-0.5736448	0.0318948	8.412902e-73	1.420219e-71
Pxt1	0.1208589	-0.05161082	0.96646521	0.8439807	NA
Pxylp1	300.4856	-0.5095472	0.09627555	4.912167e-08	1.52874e-07
Pycard	0.3730392	0.07626505	0.87103478	0.7818348	NA
Pycr1	460.8389	-1.544409	0.09831126	1.091752e-56	1.414072e-55
Pycr2	2224.97	0.8442213	0.04198967	3.767762e-91	8.086196e-90
Pycr3	802.4664	-0.1605778	0.06437607	0.0112952	0.02202501
Pygb	3904.73	0.775935	0.03226959	8.970649e-129	2.889361e-127
Pygl	144.6356	-7.13611	0.55445962	1.357327e-39	1.247702e-38
Pygm	20.57938	0.02499732	0.29545793	0.9116703	0.940647
Pygo1	0.3669974	-0.1902984	0.96465037	0.5031196	NA
Pygo2	2049.962	-0.2010917	0.0416598	1.176974e-06	3.354472e-06
Pym1	878.3843	-0.2121176	0.06591536	0.001073412	0.00238811
Pyroxd1	548.841	-0.06084252	0.07091809	0.3823823	0.5035505
Pyroxd2	9.006085	-0.8243652	0.61351062	0.01953725	0.03674982
Pyurf	426.2325	0.2012365	0.08346089	0.01340122	0.02585809
Pzp	4.519632	0.1050954	0.47712027	0.6871335	0.7774734
Qars1	6175.466	-0.07938442	0.03154367	0.01153071	0.02246725
Qdpr	1758.444	-0.04423725	0.04328004	0.3033832	0.4190853
Qki	2412.353	-1.294495	0.04361427	4.077988e-195	2.345241e-193
Qng1	835.2212	-0.1492443	0.05674696	0.007761191	0.01551937
Qpct	0.4934692	-0.3140021	0.97124667	0.3145788	NA
Qpctl	241.6463	0.7445739	0.12240166	1.402287e-10	5.03594e-10
Qprt	0.374239	0.07637025	0.8706892	0.7815662	NA
Qrfp	42.52913	-0.4474781	0.22412587	0.01960313	0.03686367
Qrfpr	0.2521934	-0.1122728	0.9739087	0.6755393	NA
Qrfprl	1.578302	-0.1955896	1.02315259	0.4809509	0.5985122
Qrich1	2765.609	-0.3400197	0.03993709	1.122085e-17	5.530332e-17
Qrich2	6.169346	0.1828419	0.41990902	0.4772492	0.5949694
Qrsl1	287.1765	-0.5161699	0.09884123	7.009961e-08	2.159792e-07
Qser1	1484.713	-0.6072478	0.05607348	6.976151e-28	4.856022e-27
Qsox1	3587.909	1.03844	0.04145121	3.005779e-140	1.069954e-138
Qsox2	608.4385	-0.1489212	0.0746263	0.0416672	0.07365249
Qtrt1	980.3524	-0.09763953	0.05601254	0.07779213	0.1298695
Qtrt2	576.9534	0.4763276	0.08567187	1.243841e-08	4.007545e-08
R3hcc1	1381.888	0.5639015	0.06611536	5.010737e-18	2.498229e-17
R3hcc1l	1279.025	-0.1624009	0.05148156	0.001438953	0.003159483
R3hdm1	2533.056	-0.4802487	0.04639248	1.932175e-25	1.246226e-24
R3hdm2	2958.492	-0.2381969	0.03665108	6.475268e-11	2.370362e-10
R3hdm4	5749.22	0.2996613	0.03300367	7.851762e-20	4.19099e-19
R3hdml	42.72212	0.883234	0.30116411	0.0002150649	0.0005123145
R74862	66.55294	0.0555928	0.18710735	0.7399342	0.8191336
Rab10	7904.768	-0.3333391	0.02706217	4.944102e-35	4.147742e-34
Rab10os	75.56422	0.1496564	0.17154001	0.3374845	0.4564497
Rab11a	4605.276	-0.489464	0.0417124	3.898984e-32	3.034241e-31
Rab11b	5524.019	0.3078654	0.03442488	2.686032e-19	1.402879e-18
Rab11bos1	112.9777	-0.09567983	0.14206095	0.4717329	0.5898018
Rab11fip1	3545.688	0.5498279	0.03825546	2.828129e-47	3.065068e-46
Rab11fip2	424.4056	1.68094	0.1105055	3.458081e-53	4.199737e-52
Rab11fip3	1737.966	0.617911	0.05002261	1.253048e-35	1.065943e-34
Rab11fip4	399.4262	1.101907	0.09267964	2.392364e-34	1.97098e-33
Rab11fip4os1	6.007534	5.096249	1.24284584	9.582097e-07	2.748048e-06
Rab11fip5	6505.026	-0.7933838	0.03930847	1.151128e-91	2.488606e-90
Rab12	1278.971	-0.09082194	0.05316997	0.08430719	0.1395723
Rab13	657.2246	0.5182984	0.06543865	9.651176e-16	4.404469e-15
Rab14	4682.912	-0.2272674	0.03679948	5.367313e-10	1.866805e-09
Rab15	5692.036	2.125872	0.03780633	0	0
Rab17	597.0443	-0.1946794	0.07799204	0.01069691	0.02092755
Rab18	5487.445	-0.005748283	0.02722566	0.8323285	0.8839159
Rab19	49.81831	6.26576	0.73925242	8.422492e-19	4.32349e-18
Rab1a	9595.391	-0.3410807	0.02545643	4.118967e-41	3.904508e-40
Rab1b	4142.873	-0.01742402	0.0331722	0.5979151	0.7058469
Rab20	216.414	0.05370028	0.11224514	0.61765	0.7217569
Rab21	2888.986	-0.2987633	0.04158527	4.865139e-13	1.966438e-12
Rab22a	1521.605	-0.7367369	0.04428512	4.876779e-63	7.021337e-62
Rab23	331.0404	0.5492928	0.08806348	1.571191e-10	5.633695e-10
Rab24	1708.466	-0.07753519	0.06021553	0.1919465	0.2872671
Rab25	5181.331	-0.3635447	0.03595534	3.146623e-24	1.952078e-23
Rab26	184.5679	-6.098149	0.33974465	2.32409e-73	3.962275e-72
Rab26os	163.1147	0.3681606	0.12549687	0.001999039	0.004309957
Rab27a	508.0859	1.551107	0.07802687	5.547775e-89	1.155796e-87
Rab27b	902.5432	0.03903533	0.06413404	0.5367717	0.6504056
Rab28	1238.457	-0.3001828	0.0653259	3.085487e-06	8.546146e-06
Rab29	329.0112	0.4110254	0.09266827	5.061915e-06	1.377102e-05
Rab2a	4787.317	-0.4224026	0.03438013	5.992156e-35	5.014757e-34
Rab2b	182.9009	0.1206893	0.11421601	0.2692224	0.380997
Rab30	49.6975	1.400379	0.27632915	1.174524e-08	3.788348e-08
Rab31	2668.285	-1.095626	0.03927803	5.204954e-173	2.420304e-171
Rab32	375.7375	0.9192038	0.10122333	3.871687e-21	2.155159e-20
Rab33a	1.683859	0.1541653	0.60028559	0.5768044	0.6876887
Rab33b	363.3577	-0.09406812	0.0917953	0.2911887	0.4061808
Rab34	511.3054	-2.821457	0.09257779	2.5432e-205	1.558068e-203
Rab35	1787.662	-0.3826762	0.05589006	4.571051e-12	1.771282e-11
Rab36	1.633203	0.1039985	0.63314198	0.7052063	0.7911585
Rab37	33.9609	0.09767974	0.27070244	0.6505655	0.747625
Rab38	89.31811	0.6012261	0.18957554	0.0003726208	0.000869182
Rab39	22.61042	-7.164914	1.04198685	8.940199e-14	3.732646e-13
Rab39b	0.2459963	0.002086555	0.95103748	0.9936659	NA
Rab3a	304.175	0.004308942	0.09510711	0.9627269	0.9806335
Rab3b	16.86449	-0.2846461	0.31271312	0.2237165	0.3266746
Rab3c	1.000722	0.1383135	0.67529134	0.6216074	0.7246179
Rab3d	1611.69	0.7514612	0.04560383	6.079576e-62	8.602135e-61
Rab3gap1	1626.307	-0.09031303	0.05145816	0.07630995	0.1275911
Rab3gap2	1676.755	-0.1412634	0.04289204	0.0009100696	0.002040541
Rab3il1	13.38006	2.371853	0.57112291	1.365182e-06	3.873237e-06
Rab3ip	1185.827	-0.1266734	0.05782665	0.02653657	0.0487389
Rab40b	6.861269	-0.3268428	0.46101336	0.232258	0.3369782
Rab40c	928.3265	0.01600987	0.05592433	0.7721788	0.845392
Rab42	4.358801	0.1286737	0.50295122	0.6272955	0.7291489
Rab43	1786.55	0.8086623	0.04386064	4.966365e-77	8.916136e-76
Rab44	2.115395	-0.2487974	0.61062237	0.385675	0.5072718
Rab4a	131.8344	-1.401399	0.16469004	6.61793e-19	3.41158e-18
Rab4b	1426.239	-0.002252503	0.04757046	0.9619215	0.9799581
Rab5a	4296.701	-0.4699539	0.03491415	1.310634e-41	1.260333e-40
Rab5b	3185.024	0.2074261	0.03561805	4.846521e-09	1.600724e-08
Rab5c	7924.493	0.1118668	0.02867677	9.099442e-05	0.0002235714
Rab5if	1978.655	-0.07169941	0.04634978	0.1189155	0.1898051
Rab6a	13391.06	-0.6355348	0.02330561	2.380593e-164	1.032557e-162
Rab6b	16.95678	-0.5470783	0.40796539	0.04556857	0.07996674
Rab7	6755.227	-0.05445577	0.0292917	0.06216873	0.105946
Rab7b	42.72543	-0.3841721	0.23611655	0.0532428	0.0920532
Rab8a	3570.587	0.328566	0.03861549	1.200518e-17	5.911257e-17
Rab8b	544.4308	-0.2844859	0.07629019	0.0001407719	0.0003404049
Rab9	735.7829	0.3447593	0.06597561	1.13454e-07	3.447707e-07
Rab9b	0.5033019	0.1717131	0.83922129	0.5511599	NA
Rabac1	3197.143	-0.08722528	0.0460167	0.05605033	0.09645066
Rabep1	1417.306	-0.4986952	0.04622691	1.73863e-27	1.197323e-26
Rabep2	1081.767	0.1116877	0.0518944	0.02969254	0.0540879
Rabepk	558.8452	-0.2002979	0.07461637	0.006143692	0.01245876
Rabgap1	2350.185	0.05772036	0.03975198	0.1441288	0.2248854
Rabgap1l	3183.803	1.130542	0.04473923	1.162303e-142	4.209984e-141
Rabgef1	1100.007	-0.4301549	0.05052981	9.198878e-18	4.553346e-17
Rabggta	1199.315	-0.5514853	0.05180104	6.572771e-27	4.441945e-26
Rabggtb	1941.827	-0.5907292	0.0454864	4.428533e-39	4.036113e-38
Rabif	812.3455	-0.2726843	0.06689252	3.431199e-05	8.739272e-05
Rabl2	297.094	0.2739258	0.1093154	0.009022663	0.01786363
Rabl3	533.3399	0.04528005	0.07964246	0.5609905	0.6736976
Rabl6	3556.975	-0.5718234	0.03277423	1.208615e-68	1.903361e-67
Rac1	9935.845	-0.3707346	0.02775446	6.728964e-41	6.337874e-40
Rac2	28.34309	4.771011	0.60560375	2.13427e-16	1.001458e-15
Rac3	1515.919	0.6261642	0.04622709	2.151419e-42	2.102139e-41
Racgap1	4837.44	-0.1723768	0.03823452	5.782367e-06	1.566703e-05
Rack1	29463.67	-0.3208013	0.02701024	1.081965e-32	8.539088e-32
Rad1	520.0703	-0.1989462	0.07140805	0.004522994	0.009336307
Rad17	589.3391	-0.3305923	0.06755523	6.651116e-07	1.927824e-06
Rad18	822.2016	-0.6582292	0.05876714	8.566255e-30	6.273817e-29
Rad21	11701.41	-0.4342062	0.02758992	4.517325e-56	5.796472e-55
Rad21l	0.3897152	0.08957679	0.86948001	0.7461428	NA
Rad23a	2417.017	-0.05658619	0.0366736	0.1209638	0.1925237
Rad23b	15490.89	-0.471485	0.02426504	2.079144e-84	4.076543e-83
Rad50	2163.194	0.05545245	0.0382905	0.1453536	0.2263858
Rad51	1484.297	-0.07992984	0.04610857	0.08057633	0.1338963
Rad51ap1	413.1772	0.05308171	0.08339721	0.5142669	0.629935
Rad51ap2	0.1290614	0.05548383	0.9673458	0.8325408	NA
Rad51b	261.6352	0.2569761	0.12191546	0.02659672	0.04884504
Rad51c	210.6419	0.6165187	0.14681172	6.473946e-06	1.749262e-05
Rad51d	752.1811	-0.1251758	0.07346709	0.08224422	0.1364415
Rad52	161.5563	0.006128717	0.16086112	0.9669804	0.9835104
Rad54b	458.5536	-0.2663914	0.07703541	0.0004118264	0.0009568498
Rad54l	731.2852	0.02931978	0.07251619	0.680401	0.7720135
Rad54l2	2272.711	-0.2849207	0.04772341	1.747306e-09	5.910041e-09
Rad9a	866.0782	-0.4556556	0.0597994	1.276751e-14	5.545929e-14
Rad9b	38.53837	0.8052609	0.28347376	0.0003995687	0.0009294159
Radil	1.494112	0.08967639	0.5960148	0.7410399	0.8200852
Radx	5.043585	1.927194	1.06268431	0.001636713	0.003568276
Rae1	1548.095	-0.06153247	0.04973427	0.2118244	0.3122913
Raet1d	3.50638	1.315558	1.07754896	0.01107148	0.02162552
Raet1e	127.3605	-0.007535059	0.13943982	0.9540871	0.9745254
Raf1	2096.755	0.1533974	0.04266435	0.0002935927	0.0006910859
Rag1	0.3732744	0.0759372	0.87084253	0.7827377	NA
Rai1	2511.643	-0.0429435	0.04050315	0.2861054	0.4001986
Rai14	2249.859	-1.044402	0.04156511	4.518395e-141	1.611171e-139
Rai2	1.966643	-0.3469448	0.76812962	0.2694061	0.3812048
Rala	3508.376	-0.3791506	0.03258168	1.651644e-31	1.264831e-30
Ralb	2187.767	-0.6694449	0.04533739	4.848901e-50	5.552435e-49
Ralbp1	5331.077	-0.09615167	0.03525644	0.006140183	0.01245287
Ralgapa1	2090.846	-0.3121068	0.03963904	2.421565e-15	1.089704e-14
Ralgapa2	3668.071	-0.514191	0.04482363	7.714085e-31	5.793562e-30
Ralgapb	3344.175	0.03875628	0.03753394	0.2992844	0.414721
Ralgds	1378.86	0.03338928	0.05601872	0.5466092	0.660229
Ralgps1	339.3152	0.2407627	0.08996354	0.005876243	0.01194574
Ralgps2	3362.208	-0.1694428	0.03280011	2.128037e-07	6.359163e-07
