gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
Tgm1	4093.72	0.08761003	0.03937814	0.01807793	0.04873002
Tgm2	12912.42	2.903951	0.03468436	0	0
Tgm3	2.65801	-0.04174431	0.3340671	0.6433281	0.783595
Tgm4	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Tgm5	69.94757	0.00618017	0.15116238	0.9474595	0.971562
Tgm6	0.3097805	0.05851198	0.67797904	0.5939596	NA
Tgm7	0.2973082	0.009728838	0.60659644	0.9245623	NA
Tgoln1	3931.73	0.1591297	0.03842042	2.010813e-05	0.0001022866
Tgs1	586.6427	0.1386332	0.08333768	0.05136055	0.1177487
Tgtp1	6102.223	11.53587	0.33237449	4.175226e-266	9.288557e-264
Tgtp2	1924.796	14.06164	1.01845507	1.863476e-46	8.27035e-45
Th	0.5826546	0.02045801	0.50516808	0.8299143	NA
Tha1	73.81396	0.08169152	0.15711403	0.3996991	0.5767889
Thada	640.0611	-0.0502018	0.07748885	0.4486709	0.6240482
Thap1	473.3318	0.06848507	0.08449081	0.3342428	0.5089416
Thap11	716.331	0.009875944	0.06759738	0.8677099	0.9268718
Thap12	1536.406	-0.1353233	0.05090464	0.004718328	0.01502257
Thap2	430.0432	-0.07793904	0.08861268	0.2891667	0.4593786
Thap3	479.7442	-0.09532311	0.09081261	0.2036655	0.3555598
Thap4	1300.804	-0.1866438	0.05679408	0.000449866	0.001802644
Thap6	261.7777	0.4065792	0.12580789	4.103698e-05	0.0001994538
Thap7	315.8727	0.09868275	0.09391413	0.1988853	0.3486692
Thbd	0.2902041	0.009623287	0.60997411	0.9255358	NA
Thbs1	1315.891	-0.4965765	0.06827051	4.214033e-15	5.723465e-14
Thbs2	20.02442	0.03879307	0.21125288	0.6867949	0.8136996
Thbs3	32.09071	0.03935035	0.18727872	0.6826231	0.8109437
Them4	71.70669	-0.1442767	0.16996976	0.1620494	0.2975856
Them6	1237.879	0.04486132	0.05429142	0.3538503	0.5303981
Them7	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Themis	133.0115	10.24443	1.01925329	1.932828e-25	4.777701e-24
Themis2	1.921237	0.1090958	0.4458458	0.290068	0.4604774
Themis3	7.654494	0.0692679	0.27862888	0.478638	0.650807
Thg1l	760.1411	0.09929081	0.07199164	0.1136113	0.2254141
Thnsl1	341.3671	0.01510433	0.09383596	0.8433941	0.9133434
Thnsl2	1.613365	0.2234722	0.71702479	0.1146167	0.2270757
Thoc1	847.8422	-0.04080802	0.06355764	0.4660327	0.6399639
Thoc2	2799.61	0.0520908	0.05008712	0.2451198	0.4080686
Thoc2l	699.1696	-0.1482855	0.0715183	0.01969612	0.05250406
Thoc3	1338.957	-0.1149925	0.05694861	0.02720121	0.06924589
Thoc5	1050.073	0.0977893	0.06101083	0.07342198	0.1579233
Thoc6	1527.382	-0.0805832	0.05976671	0.1299805	0.2505107
Thoc7	1890.011	-0.01194908	0.04652141	0.7762617	0.8726366
Thop1	1506.183	0.2044847	0.05838874	0.0001760518	0.0007651115
Thpo	19.78995	0.9647906	0.57128285	0.0008622232	0.003245571
Thra	4837.326	-0.3388839	0.03803908	3.598033e-20	6.635407e-19
Thrap3	9378.925	-0.1705102	0.03105558	2.193934e-08	1.670641e-07
Thrb	3.941826	0.01077292	0.30689924	0.9034052	0.946089
Thrsp	1.317822	0.01296852	0.37812805	0.8816175	NA
Thsd1	8.470172	0.003953493	0.24509843	0.9661786	0.9821025
Thsd4	1389.307	-0.7339409	0.05875342	7.487331e-37	2.680037e-35
Thsd7a	183.9264	-0.9189001	0.1500973	6.86159e-11	6.809285e-10
Thsd7b	0.7635437	0.06412515	0.52524601	0.520065	NA
Thtpa	930.7402	-0.1300209	0.06803589	0.03217725	0.07995407
Thumpd1	1845.632	-0.3052271	0.05128817	3.099441e-10	2.85048e-09
Thumpd2	81.13588	-0.08105892	0.14623703	0.3950601	0.5727331
Thumpd3	1129.874	0.006400236	0.05476697	0.896345	0.94207
Thy1	407.9462	10.42798	1.0070916	7.208888e-27	1.868676e-25
Thyn1	777.6197	-0.05452453	0.06689689	0.3515466	0.5275751
Tia1	1291.987	-0.141511	0.05383435	0.004946024	0.01566806
Tial1	2100.858	0.04173032	0.04647718	0.3163801	0.4889965
Tiam1	2512.536	-0.004886681	0.04290109	0.9000655	0.9441152
Tiam2	445.768	-0.4914866	0.13240911	3.691755e-06	2.107262e-05
Ticam1	621.9817	0.1769983	0.07434906	0.007396074	0.02239208
Ticam2	7.388214	6.11201	1.1684406	3.974983e-08	2.930383e-07
Ticrr	819.5811	0.1947232	0.07478731	0.003469281	0.01143308
Tie1	6.366079	-0.5199869	0.79377115	0.01741652	0.04717142
Tifa	307.381	2.259108	0.12707834	2.417352e-72	1.713103e-70
Tifab	0.4018849	0.03489986	0.58261933	0.7320247	NA
Tigar	590.3152	-0.1610594	0.08324228	0.02440774	0.0631016
Tigd2	443.9795	0.4588275	0.09721761	4.160781e-08	3.057677e-07
Tigd3	24.07906	0.1239225	0.23087313	0.2475289	0.411028
Tigd4	56.05154	-0.6585147	0.30123531	0.0005324416	0.002093437
Tigd5	29.11931	-0.0717796	0.1963719	0.4687942	0.6422938
Tigit	276.1875	0.6728705	0.12548095	2.150797e-09	1.82875e-08
Timd2	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Timd6	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Timeless	1388.958	0.1451263	0.06036637	0.008884504	0.02633583
Timm10	352.7068	-0.1837252	0.1050168	0.02901983	0.0731636
Timm10b	1237.31	-0.1657276	0.06343885	0.00436811	0.01402287
Timm13	2552.607	0.07707538	0.04566545	0.06487052	0.1427813
Timm17a	2687.677	-0.01825525	0.04399748	0.6458678	0.7854332
Timm17b	750.3305	-0.07310854	0.06655756	0.2102586	0.3644634
Timm21	418.5772	-0.1684717	0.09027738	0.02652189	0.06782919
Timm22	995.6384	0.1627491	0.06351734	0.005134158	0.01619171
Timm23	2845.94	0.06867513	0.04079863	0.06612209	0.1450444
Timm29	1066.917	0.1810365	0.06079275	0.001305268	0.004722127
Timm44	2177.108	-0.007768094	0.04127522	0.8356277	0.9087926
Timm50	1151.537	0.1108689	0.06088132	0.04350592	0.1028401
Timm8a1	1149.518	-0.06655097	0.06469997	0.2419056	0.4042495
Timm8a2	1.040933	0.1179557	0.56868425	0.2855638	NA
Timm8b	1663.021	0.004980895	0.06302499	0.9288672	0.9609808
Timm9	345.4083	-0.2090158	0.10439216	0.01320125	0.03712768
Timmdc1	990.3711	0.01728644	0.05675145	0.73311	0.8432756
Timp1	63.51431	-0.1548317	0.18125225	0.1437242	0.2713251
Timp2	4911.84	-0.3359382	0.03620034	1.242286e-21	2.492372e-20
Timp3	34.95496	-1.828604	0.42171739	1.12109e-07	7.824922e-07
Timp4	0.2773308	0.009564495	0.61641355	0.9262801	NA
Tinag	0.1592916	0.0292821	0.64447795	0.7817193	NA
Tinagl1	4348.821	0.01829359	0.03887954	0.6022579	0.7537462
Tincr	738.7473	0.0007941985	0.0730324	0.9899879	0.9949698
Tinf2	1389.72	0.2367928	0.06014718	2.278707e-05	0.0001148173
Tiparp	3676.737	-0.1072365	0.03926161	0.004371687	0.01402819
Tipin	1657.241	0.2292089	0.05801684	2.349822e-05	0.0001182311
Tiprl	1422.696	-0.1426268	0.05595955	0.006130619	0.01888618
Tirap	1690.939	0.5158157	0.05421039	2.041535e-23	4.518888e-22
Tjap1	1481.694	0.01488125	0.04796212	0.730906	0.8417872
Tjp1	10523.96	-0.06534435	0.03708548	0.05547597	0.125546
Tjp2	9418.196	0.0439095	0.02911824	0.09466834	0.1943914
Tjp3	4878.506	0.00787835	0.03307782	0.7925691	0.8820281
Tk1	2595.92	-0.01088694	0.05679603	0.8302383	0.9056463
Tk2	403.9672	0.02509698	0.08233628	0.7182936	0.8336532
Tkfc	442.9333	-0.03208713	0.08540873	0.653623	0.7913026
Tkt	18034.44	-0.2715949	0.03081342	2.330159e-19	4.119975e-18
Tlcd1	318.7764	-0.09122192	0.09453994	0.2366589	0.3975749
Tlcd2	11.46278	0.1868557	0.32951136	0.1264899	0.2451003
Tlcd3a	5149.59	0.1393918	0.03723369	0.0001187458	0.000533476
Tlcd3b	6.261134	0.0454356	0.27757312	0.6292406	0.7727014
Tlcd4	3719.522	0.1219042	0.05692143	0.01965852	0.05241973
Tlcd5	0.4133208	-0.0656464	0.62364603	0.5400304	NA
Tldc2	1.787647	-0.1416184	0.57252146	0.2196232	0.376647
Tle1	1263.338	-0.4877334	0.06204433	4.541135e-17	7.069127e-16
Tle2	145.916	-0.295456	0.1533887	0.005935108	0.01835466
Tle3	6588.957	0.1401271	0.03320499	1.62195e-05	8.393924e-05
Tle4	951.9492	0.6653689	0.06965051	5.334489e-23	1.161755e-21
Tle5	15667.07	-0.1892816	0.03036958	2.165804e-10	2.028998e-09
Tle6	166.1576	-0.09090447	0.12072799	0.3070098	0.4792325
Tle7	0.4564311	0.04443408	0.5776136	0.6633802	NA
Tlk1	2288.686	0.08115294	0.04588698	0.05387732	0.1224862
Tlk2	1772.148	0.09833911	0.04876097	0.02918892	0.07346345
Tll1	0.563136	-0.03182623	0.51796998	0.7420945	NA
Tll2	17.42656	-0.09410728	0.23390172	0.3597918	0.5368179
Tln1	6693.889	0.09005116	0.03878919	0.01407145	0.03927981
Tln2	350.276	-0.03378204	0.08838655	0.6449911	0.784946
Tlnrd1	3366.416	0.4555451	0.04566157	2.536763e-25	6.200779e-24
Tlr1	53.37056	1.053962	0.28621468	4.825016e-06	2.705797e-05
Tlr11	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Tlr12	0.8667459	0.265624	0.90300237	0.1016498	NA
Tlr13	0.4298067	-0.01171902	0.56151853	0.9062866	NA
Tlr2	244.3614	1.123555	0.14501489	4.771313e-16	6.964769e-15
Tlr3	308.6074	1.465977	0.11946931	1.309864e-36	4.622661e-35
Tlr4	670.4367	-0.2338457	0.07480041	0.0004722898	0.001882625
Tlr5	23.19841	-0.1202385	0.23875292	0.260874	0.427015
Tlr6	12.63564	0.3168033	0.41178878	0.03966884	0.09526917
Tlr7	0.9524275	0.1432472	0.64719126	0.2328607	NA
Tlr8	0.6070186	0.07789728	0.57050213	0.4561576	NA
Tlr9	0.5518975	-0.08449434	0.65328138	0.447465	NA
Tlx1	0.4778747	0.09492495	0.68650176	0.4080753	NA
Tlx2	2.527565	-0.09697517	0.41154278	0.3312715	0.5056976
Tlx3	4.357937	0.07172208	0.34047551	0.4509697	0.6259997
Tm2d1	764.4463	-0.1262788	0.07274465	0.04812684	0.1118621
Tm2d2	922.8732	0.2912173	0.06567511	1.280183e-06	7.78789e-06
Tm2d3	521.8192	-0.1066953	0.08244481	0.1273039	0.2462703
Tm4sf1	66.36874	-0.1096499	0.16864462	0.2745553	0.4436253
Tm4sf19	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Tm4sf20	0.4107345	0.03595787	0.58094619	0.7240461	NA
Tm4sf4	0.5433442	-0.09044837	0.63741784	0.4146979	NA
Tm4sf5	1.53388	0.39894	1.0357427	0.04887011	0.1130865
Tm6sf1	11.77251	4.876654	1.016713	3.321227e-07	2.180447e-06
Tm6sf2	5.170148	0.2490896	0.48130075	0.07392373	0.1588082
Tm7sf2	833.1036	-0.2851294	0.07294091	1.368956e-05	7.152024e-05
Tm7sf3	316.1402	0.1825121	0.10247322	0.02760504	0.07010963
Tm9sf1	1883.442	0.1572781	0.04738386	0.0005087581	0.002011117
Tm9sf2	4190.018	-0.00626719	0.03660933	0.8504022	0.9175828
Tm9sf3	12634.36	-0.07876436	0.02720001	0.002894087	0.009686457
Tm9sf4	1779.971	0.01934372	0.04717645	0.649183	0.7879958
Tm9sf5	0.439597	-0.01272322	0.53438975	0.8960935	NA
Tma16	369.9421	-0.1691411	0.10047946	0.03809687	0.092098
Tma7	6498.039	0.2086201	0.03428765	4.607927e-10	4.17015e-09
Tma7-ps	28.92404	0.03859792	0.1872457	0.68823	0.8148506
Tmbim1	4384.574	-0.1972126	0.0385928	1.398704e-07	9.643871e-07
Tmbim4	591.0233	0.6254633	0.08550486	6.120579e-15	8.192626e-14
Tmbim6	32283.65	0.3943469	0.02989448	2.702848e-41	1.072293e-39
Tmbim7	0.4393364	0.03638845	0.57254781	0.7192696	NA
Tmc1	17.12871	0.004327259	0.20951106	0.9635589	0.9806328
Tmc3	1.039493	0.008626576	0.43648356	0.923393	NA
Tmc4	2960.004	0.1311028	0.04104625	0.0009221712	0.003452836
Tmc5	1.148472	0.1122632	0.54661157	0.2990608	NA
Tmc6	967.0485	0.02225131	0.0611827	0.6816636	0.8103449
Tmc7	1.785897	-0.1426933	0.54678826	0.211978	0.3664319
Tmc8	272.3341	0.1096848	0.09921904	0.1694885	0.3081224
Tmcc1	483.3546	-0.1923153	0.08715158	0.009862163	0.0288831
Tmcc2	4.565951	0.2067495	0.46412799	0.1063702	0.2136521
Tmcc3	2416.35	0.8850571	0.04495457	3.835369e-87	3.304245e-85
Tmco1	1179.612	0.09368109	0.06136822	0.08725816	0.18209
Tmco2	0.4491036	0.0975556	0.66876553	0.3920262	NA
Tmco3	994.5708	0.2108831	0.06467335	0.0003881309	0.001574654
Tmco4	1454.485	1.479699	0.06894386	3.203452e-104	3.235671e-102
Tmco6	501.1299	0.05153626	0.07582376	0.4285567	0.6042425
Tmdd1	1.545283	-0.09924991	0.50761324	0.3379032	0.5128367
Tmed1	296.3504	-0.04008294	0.10362617	0.6227226	0.7685099
Tmed10	9692.633	0.01088867	0.02999373	0.6869724	0.8138002
Tmed10-ps	36.02989	-0.02623738	0.17213367	0.7831079	0.8765793
Tmed2	10525.5	-0.140109	0.02888496	8.259659e-07	5.161355e-06
Tmed3	449.1617	0.009721859	0.09079373	0.8965211	0.9420842
Tmed4	1977.114	-0.05317581	0.04789667	0.2156454	0.3711652
Tmed5	2289.711	-0.20741	0.0611581	0.0002550511	0.001070325
Tmed6	0.2706129	-0.03723025	0.65275048	0.7269156	NA
Tmed7	4540.288	0.03610709	0.03807325	0.289845	0.4602065
Tmed8	130.7226	0.111968	0.13422656	0.2324483	0.3924379
Tmed9	8569.675	-0.003705913	0.02881429	0.8868772	0.9361481
Tmeff1	460.5944	-0.7343778	0.09822529	4.545808e-15	6.159798e-14
Tmeff2	1.244303	0.01054461	0.38485345	0.9037121	NA
Tmem100	0.8120757	0.0595376	0.51268857	0.5447605	NA
Tmem101	747.6406	0.06911474	0.07156782	0.2654335	0.4324644
Tmem102	949.8873	0.1382239	0.06143935	0.0137594	0.03852502
Tmem104	199.2325	0.1046892	0.11057805	0.2193273	0.3762497
Tmem106a	348.5175	1.15334	0.11064273	8.894802e-27	2.292172e-25
Tmem106b	1367.658	-0.001441995	0.05066878	0.974823	0.9857036
Tmem106c	1317.447	0.008389763	0.0558556	0.8667956	0.9264772
Tmem107	276.3795	-0.03848484	0.10114045	0.6316409	0.7746054
Tmem108	15.86144	1.388295	0.67873635	0.0002125083	0.0009084975
Tmem109	1299.822	-0.04312873	0.05310527	0.3627673	0.5401482
Tmem11	1795.107	-0.1660289	0.04906801	0.0003799607	0.001545074
Tmem114	0.5472569	-0.09109392	0.63794801	0.4118823	NA
Tmem115	1123.684	-0.01905916	0.05742041	0.7098616	0.8288479
Tmem116	5.4817	-0.01698515	0.27376312	0.8529442	0.9185352
Tmem117	19.00258	-1.369342	0.67961555	0.0002321555	0.0009829918
Tmem120a	336.8554	0.04093285	0.09118636	0.5850505	0.7410206
Tmem120b	105.8386	-0.1992643	0.19495407	0.07589179	0.1622953
Tmem121	102.4572	-0.2447071	0.17636364	0.02853417	0.07210468
Tmem121b	2.671837	0.002751261	0.32323536	0.9749366	0.9857051
Tmem123	3335.152	-0.2033549	0.03957379	1.134685e-07	7.916666e-07
Tmem125	470.9203	0.1119385	0.0861408	0.1220127	0.2381049
Tmem126a	796.5924	-0.04670596	0.06761436	0.4293316	0.6049469
Tmem126b	317.1736	0.3094586	0.121796	0.001081218	0.003984569
Tmem127	2210.056	0.1326501	0.04713004	0.003040644	0.01013644
Tmem128	2209.252	0.01474511	0.04186165	0.6970207	0.8200656
Tmem129	505.489	0.1502023	0.08695976	0.04130922	0.09850876
Tmem130	1.185149	0.02729644	0.4332969	0.7622707	NA
Tmem131	4059.737	0.2414916	0.04313993	5.950216e-09	4.812473e-08
Tmem131l	644.6664	-0.2400479	0.08094875	0.0007339894	0.002802491
Tmem132a	1093.879	-0.1698059	0.06277861	0.003255885	0.0107946
Tmem132b	5.874239	-0.4452857	0.74202561	0.02447742	0.06323845
Tmem132c	98.44977	-1.004308	0.20636625	5.036349e-08	3.659108e-07
Tmem132d	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Tmem132e	1.706169	-0.0355071	0.37211317	0.6889561	0.8154356
Tmem134	1185.419	-0.1197739	0.06059664	0.02934974	0.07383647
Tmem135	1065.276	0.001324362	0.05638661	0.9790685	0.9880945
Tmem138	285.8643	0.0232337	0.0943468	0.7620636	0.8630778
Tmem139	27.60962	0.08898079	0.20344392	0.3792898	0.5573127
Tmem140	128.8265	1.729785	0.18682906	1.461281e-22	3.105443e-21
Tmem141	286.6322	-0.3274201	0.12323201	0.0006279453	0.002434085
Tmem143	276.8608	-0.07703086	0.09987037	0.3345686	0.5091972
Tmem144	50.07781	-0.09510447	0.17637271	0.3417952	0.517185
Tmem145	1.064097	-0.1125127	0.56621544	0.3034059	NA
Tmem147	1295.485	0.11552	0.0577263	0.0283041	0.07162628
Tmem14a	184.6048	-1.103859	0.15065599	1.286464e-14	1.692336e-13
Tmem14c	1786.687	0.1273433	0.05474086	0.01206828	0.03434818
Tmem150a	17.33329	-0.1595376	0.28317321	0.1670628	0.304894
Tmem150b	0.8132829	0.204	0.82068672	0.1546028	NA
Tmem150c	6.529733	-0.007652805	0.25765879	0.9340483	0.9639966
Tmem150cos	0.4408617	0.09574631	0.66731196	0.3994332	NA
Tmem151a	28.67812	0.2559053	0.30575829	0.05754129	0.1294053
Tmem151b	4.053458	0.157606	0.43507796	0.1700376	0.3089434
Tmem154	19.80985	0.1618491	0.26010198	0.1588572	0.2931702
Tmem156	4.486742	5.274685	1.39304343	8.310513e-06	4.489925e-05
Tmem158	112.1508	-0.2705277	0.16883948	0.01501047	0.0415251
Tmem160	508.4657	-0.0165373	0.07544308	0.7990544	0.885655
Tmem161a	691.7431	-0.04792831	0.06986094	0.4304165	0.6057472
Tmem161b	811.7402	0.1449004	0.06537043	0.0143085	0.03987187
Tmem163	1.074437	0.1638796	0.71147995	0.2010804	NA
Tmem164	2484.03	-0.2048467	0.04615392	3.609984e-06	2.06461e-05
Tmem165	1771.067	-0.01726403	0.04631251	0.6795528	0.8093204
Tmem167	1646.759	0.09700211	0.05423297	0.0494103	0.1141112
Tmem167-ps1	0.2677118	0.009815366	0.62156906	0.9245855	NA
Tmem167b	1474.789	0.06577019	0.0528013	0.1643108	0.3008398
Tmem168	1365.792	0.02689362	0.04982076	0.5476136	0.7113836
Tmem169	0.2823037	-0.0394238	0.63747495	0.7096492	NA
Tmem17	7.75281	0.03690652	0.2697331	0.6933548	0.8181074
Tmem170	497.6316	0.2859562	0.08887952	0.0001803936	0.0007812759
Tmem170b	1790.797	0.3168173	0.05156196	7.854566e-11	7.734371e-10
Tmem171	739.4157	0.2609738	0.0784839	0.0001727214	0.0007528718
Tmem175	112.135	0.1815795	0.1513173	0.07332487	0.1577881
Tmem176a	4146.191	-0.06513181	0.04320503	0.096962	0.1982211
Tmem176b	8747.012	-0.05607392	0.0378284	0.102335	0.2069902
Tmem177	147.2385	-0.02577964	0.11646652	0.7660731	0.8657794
Tmem178b	2.461872	0.04346385	0.34015226	0.6297919	0.7730375
Tmem179	4.301217	0.06848	0.32883013	0.4708538	0.6438885
Tmem179b	530.2828	0.07310477	0.07637473	0.2645217	0.4312588
Tmem18	806.9087	0.121698	0.06786786	0.04375792	0.1033385
Tmem181a	1600.84	-0.3500097	0.05580729	2.077907e-11	2.160901e-10
Tmem181b-ps	642.946	-0.5964769	0.094124	4.133012e-12	4.585713e-11
Tmem181c-ps	806.7966	-0.1976834	0.07388529	0.002757205	0.009277785
Tmem182	1.043659	-0.06670455	0.47490738	0.4899094	NA
Tmem183a	3424.662	-0.03212584	0.03888444	0.356951	0.533471
Tmem184a	567.2809	0.1765568	0.08318721	0.01396653	0.03900554
Tmem184b	3527.063	0.03146839	0.04008504	0.3817689	0.559864
Tmem184c	521.1554	0.04786633	0.08188104	0.489256	0.6604204
Tmem185a	411.3633	-0.211022	0.09418145	0.00749043	0.02263875
Tmem185b	36.00388	0.1037897	0.19223625	0.3097915	0.4821631
Tmem186	384.4659	-0.07047153	0.08519264	0.3234912	0.4971456
Tmem19	561.0502	0.0947546	0.07743035	0.1539901	0.2863285
Tmem190	0.3185831	0.05995777	0.67836539	0.5854618	NA
Tmem191	155.8479	-0.6642052	0.18195666	4.90285e-06	2.745065e-05
Tmem192	456.9275	0.5291515	0.10695423	1.05831e-08	8.370749e-08
Tmem198	12.25671	-0.03819549	0.23396128	0.6895948	0.815807
Tmem198b	287.3322	0.06636217	0.09466061	0.3886707	0.5660801
Tmem199	1177.67	0.01844032	0.05359013	0.7011478	0.8233228
Tmem200a	21.27116	-0.3660369	0.41024009	0.02580522	0.06616966
Tmem200b	8.850272	0.1279043	0.30636552	0.2402809	0.4023341
Tmem200c	0.687079	-0.0577972	0.5118014	0.5556376	NA
Tmem201	1109.423	-0.1649011	0.06433717	0.005038381	0.01592045
Tmem202	2.797228	-0.007616532	0.32339198	0.9307592	0.9622687
Tmem203	353.7504	-0.04461112	0.08792696	0.5413362	0.7062043
Tmem204	0.29287	0.009647234	0.60868921	0.9252912	NA
Tmem205	355.7913	-0.1733399	0.10907126	0.04356619	0.1029411
Tmem208	509.0984	0.1819768	0.08790858	0.01498222	0.04146
Tmem209	803.698	-0.0816399	0.0659985	0.1595632	0.2939851
Tmem210	14.25427	-0.1455634	0.28461008	0.1965925	0.3457879
Tmem212	0.3218487	0.01862522	0.60019136	0.855835	NA
Tmem214	1730.884	0.09419954	0.05155782	0.04576412	0.1073264
Tmem215	0.5655316	-0.03656753	0.50378081	0.7027825	NA
Tmem216	175.379	-0.007816272	0.11213258	0.9267308	0.959374
Tmem217b	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Tmem217rt	1.427525	0.1027544	0.49914369	0.3221278	0.4957439
Tmem218	5.082094	0.06862055	0.29849461	0.4773793	0.6498792
Tmem219	302.3119	0.1931004	0.10582302	0.02268653	0.05929765
Tmem220	12.96415	-0.3130107	0.44271786	0.04262244	0.1011599
Tmem221	134.9927	0.2556533	0.15648592	0.01647056	0.04497671
Tmem222	872.3163	-0.007951576	0.06333588	0.887147	0.9363174
Tmem223	568.1989	-0.1242418	0.08270073	0.07782126	0.1657427
Tmem229a	1.169383	0.02294359	0.41489628	0.796455	NA
Tmem229b	859.6503	2.273166	0.08035849	1.214339e-177	1.922704e-175
Tmem230	447.2544	0.09305264	0.08979233	0.2107997	0.3650774
Tmem231	42.99442	-0.04543867	0.17406402	0.6368749	0.7785947
Tmem232	0.1548903	0.0292821	0.64447795	0.7817193	NA
Tmem233	1.163811	-0.007843082	0.39601103	0.9285583	NA
Tmem234	3447.112	0.08579408	0.03797389	0.01663323	0.04534342
Tmem235	3.543368	0.1784117	0.46643432	0.1391312	0.2644637
Tmem236	1.7329	0.009470189	0.35406803	0.913115	0.9518754
Tmem237	305.4106	-0.01855568	0.09545839	0.81038	0.8928862
Tmem238	250.2545	0.00792466	0.10063312	0.9210704	0.9563874
Tmem239	0.1548903	0.0292821	0.64447795	0.7817193	NA
Tmem240	10.77316	-0.2537284	0.39978101	0.06833183	0.149036
Tmem241	108.1818	-0.009637341	0.13154157	0.9154994	0.9530238
Tmem242	2478.486	0.01649033	0.04232821	0.6664818	0.7993664
Tmem243	165.4675	0.7550848	0.15774041	5.627022e-08	4.059726e-07
Tmem245	1850.109	-0.3390331	0.05548765	6.890077e-11	6.833697e-10
Tmem248	1813.358	-0.1316186	0.04946135	0.004780954	0.01521095
Tmem249	1.780782	0.03271389	0.37601594	0.7114774	0.8299074
Tmem25	10.48005	-0.01827743	0.23696618	0.8460106	0.9152747
Tmem250	1169.019	0.08161537	0.0585292	0.1184256	0.2327849
Tmem252	3.980307	0.207366	0.47945836	0.1063638	0.2136521
Tmem253	3.574865	-0.07088365	0.32883597	0.4576969	0.6322924
Tmem254	2371.229	-0.3113601	0.06302262	8.155184e-08	5.802727e-07
Tmem255a	1.367999	-0.0096551	0.39464739	0.9121043	NA
Tmem255b	0.87263	0.07170188	0.5022122	0.4687553	NA
Tmem256	1369.488	-0.1571554	0.06093913	0.005113984	0.01613903
Tmem258	2785.545	-0.2458725	0.0529313	8.657966e-07	5.388235e-06
Tmem259	3160.299	-0.05070235	0.03845718	0.143729	0.2713251
Tmem26	0.1592916	0.0292821	0.64447795	0.7817193	NA
Tmem260	257.9715	0.224531	0.12316407	0.01611982	0.04414239
Tmem262	6.957322	-0.09037087	0.29861626	0.3705253	0.5481467
Tmem263	704.9533	-0.206775	0.07680511	0.002399508	0.008187022
Tmem265	93.65529	0.117101	0.14721198	0.2281636	0.3871754
Tmem266	85.05658	-0.145326	0.16190223	0.1533495	0.2854392
Tmem267	27.07888	-0.005507386	0.18837189	0.9537738	0.9752487
Tmem268	220.1246	0.5881207	0.13974669	4.17231e-07	2.704845e-06
Tmem269	3.841822	0.007140119	0.29372016	0.9365064	0.9648338
Tmem270	0.2677082	0.009763525	0.62155398	0.9249813	NA
Tmem273	1.937605	0.7266175	1.39342946	0.01750547	0.04738314
Tmem275	0.885679	0.02249929	0.45749429	0.805984	NA
Tmem276	169.5337	0.02359548	0.11810412	0.7867003	0.8786386
Tmem30a	4017.963	0.2981592	0.04143367	8.128788e-14	1.017546e-12
Tmem30b	315.0935	0.05991832	0.09565567	0.439467	0.6144887
Tmem30c	0.1592916	0.0292821	0.64447795	0.7817193	NA
Tmem33	2304.165	0.1028867	0.04749478	0.02005776	0.05333864
Tmem35a	0.2677083	0.009523969	0.62147641	0.9268107	NA
Tmem35b	180.4051	0.1200725	0.12072325	0.1803052	0.3238523
Tmem37	1.106116	-0.01038551	0.43297496	0.9076367	NA
Tmem38a	134.2915	-0.06298344	0.12848513	0.4880409	0.659388
Tmem38b	323.4952	-0.2123659	0.10270042	0.0110144	0.03172372
Tmem39a	987.118	-0.06575855	0.06135919	0.2253978	0.383965
Tmem39b	363.3754	0.2780125	0.10214389	0.0009514365	0.003553229
Tmem40	795.7493	-0.1415068	0.06723057	0.01916518	0.05131582
Tmem41a	191.8697	-0.1887608	0.13245211	0.0488681	0.1130865
Tmem41b	2876.707	-0.1941317	0.0428654	2.621578e-06	1.525132e-05
Tmem42	56.48694	-0.08730458	0.16463043	0.3742615	0.5518622
Tmem43	1553.183	-0.09410872	0.05170962	0.04651366	0.1087505
Tmem44	13.49808	-0.137392	0.29316233	0.2162366	0.3720669
Tmem45a	94.1255	3.389776	0.24095433	1.663668e-45	7.219499e-44
Tmem45a2	0.7119131	0.0007097663	0.49784476	0.9939964	NA
Tmem45b	524.7322	0.9080729	0.09507719	1.469905e-22	3.119999e-21
Tmem47	799.9277	-0.6114276	0.07924842	2.597172e-16	3.871527e-15
Tmem50a	1955.746	0.09707165	0.04890318	0.03157933	0.07872436
Tmem50b	2246.981	1.087363	0.04696836	9.663697e-120	1.102854e-117
Tmem51	1604.532	0.2566505	0.05189307	1.703334e-07	1.160764e-06
Tmem51os1	13.1963	-0.03024716	0.22655417	0.7508083	0.8550157
Tmem52	1.125741	-0.002752916	0.41289963	0.9751008	NA
Tmem52b	2.604543	0.08766765	0.3867307	0.3693829	0.5469818
Tmem53	33.66512	0.08979303	0.19590188	0.3736642	0.551259
